setting,classifier,rate
"('transversal', 'neutral-hututu.dat', 'whole', 'neutral-hu1980.dat')",KNN_manhattam,74.23
"('transversal', 'neutral-hututu.dat', 'whole', 'neutral-hututu.dat')",KNN_manhattam,73.71
"('transversal', 'neutral-hututu.dat', 'whole', 'neutral-legendre.dat')",KNN_manhattam,74.23
"('transversal', 'neutral-hututu.dat', 'whole', 'neutral-chebyshev.dat')",KNN_manhattam,73.71
"('transversal', 'neutral-hututu.dat', 'whole', 'neutral-zernike.dat')",KNN_manhattam,70.62
"('transversal', 'neutral-legendre.dat', 'transversal', 'neutral-chebyshev.dat')",KNN_manhattam,70.1
"('transversal', 'neutral-legendre.dat', 'transversal', 'neutral-zernike.dat')",KNN_euclidean,51.03
"('transversal', 'neutral-legendre.dat', 'whole', 'neutral-hu1980.dat')",KNN_manhattam,70.62
"('transversal', 'neutral-legendre.dat', 'whole', 'neutral-hututu.dat')",KNN_manhattam,74.23
"('transversal', 'neutral-legendre.dat', 'whole', 'neutral-legendre.dat')",KNN_manhattam,71.13
"('transversal', 'neutral-legendre.dat', 'whole', 'neutral-chebyshev.dat')",MLP,69.59
"('transversal', 'neutral-legendre.dat', 'whole', 'neutral-zernike.dat')",KNN_manhattam,72.16
"('transversal', 'neutral-chebyshev.dat', 'transversal', 'neutral-zernike.dat')",KNN_euclidean,49.48
"('transversal', 'neutral-chebyshev.dat', 'whole', 'neutral-hu1980.dat')",KNN_manhattam,69.07
"('transversal', 'neutral-chebyshev.dat', 'whole', 'neutral-hututu.dat')",KNN_manhattam,73.71
"('transversal', 'neutral-chebyshev.dat', 'whole', 'neutral-legendre.dat')",KNN_manhattam,69.59
"('transversal', 'neutral-chebyshev.dat', 'whole', 'neutral-chebyshev.dat')",MLP,67.01
"('transversal', 'neutral-chebyshev.dat', 'whole', 'neutral-zernike.dat')",KNN_manhattam,69.59
"('transversal', 'neutral-zernike.dat', 'whole', 'neutral-hu1980.dat')",MLP,27.84
"('transversal', 'neutral-zernike.dat', 'whole', 'neutral-hututu.dat')",MLP,32.99
"('transversal', 'neutral-zernike.dat', 'whole', 'neutral-legendre.dat')",MLP,38.14
"('transversal', 'neutral-zernike.dat', 'whole', 'neutral-chebyshev.dat')",MLP,35.05
"('transversal', 'neutral-zernike.dat', 'whole', 'neutral-zernike.dat')",SVM_poly,27.32
"('whole', 'neutral-hu1980.dat', 'whole', 'neutral-hututu.dat')",KNN_euclidean,55.67
"('whole', 'neutral-hu1980.dat', 'whole', 'neutral-legendre.dat')",KNN_manhattam,63.4
"('whole', 'neutral-hu1980.dat', 'whole', 'neutral-chebyshev.dat')",KNN_manhattam,59.79
"('whole', 'neutral-hu1980.dat', 'whole', 'neutral-zernike.dat')",MLP,31.96
"('whole', 'neutral-hututu.dat', 'whole', 'neutral-legendre.dat')",KNN_manhattam,67.53
"('whole', 'neutral-hututu.dat', 'whole', 'neutral-chebyshev.dat')",KNN_manhattam,68.56
"('whole', 'neutral-hututu.dat', 'whole', 'neutral-zernike.dat')",KNN_euclidean,47.94
"('whole', 'neutral-legendre.dat', 'whole', 'neutral-chebyshev.dat')",KNN_euclidean,60.82
"('whole', 'neutral-legendre.dat', 'whole', 'neutral-zernike.dat')",KNN_manhattam,53.09
"('whole', 'neutral-chebyshev.dat', 'whole', 'neutral-zernike.dat')",KNN_manhattam,48.45
